Title,Original Url,Address,Content,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keyword 1,Meta Keywords 1 Length,H1-1,H1-1 length,H1-2,H1-2 length,H2-1,H2-1 length,H2-2,H2-2 length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",Size,Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,% of Total,Outlinks,Unique Outlinks,External Outlinks,Unique External Outlinks,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,URL Encoded Address
Defense Secy Esper: The National Guard has been activated in 18 states,https://www.youtube.com/watch?v=df9i6HoNTeo,https://www.youtube.com/watch?v=df9i6HoNTeo,text/html; charset=utf-8,200,OK,Indexable,,Defense Secy Esper: The National Guard has been activated in 18 states - YouTube,80,740,The Pentagon is heavily involved in the federal government's coronavirus response and the search for a vaccine; insight from Defense Secretary Mark Esper. #F...,160,1025,"US Military, Secretary of defense, mark esper secretary of defense, defense secretary, mark esper, esper, military response, DOD, DOD mark esper, fnc, fox ne...",160,This video is unavailable.,26,Defense Secy Esper: The National Guard has been activated in 18 states,70,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=df9i6HoNTeo,,,,,318914,864,1.8542677,0,,0,0,0,73,51,8,5,39f08919e65b20ac5ff0aebb9b89a77a,0.112,,,,https://www.youtube.com/watch?v=df9i6HoNTeo
China kicks out US journalists amid coronavirus pandemic,https://www.youtube.com/watch?v=QYmzSVWezrw,https://www.youtube.com/watch?v=QYmzSVWezrw,text/html; charset=utf-8,200,OK,Indexable,,China kicks out US journalists amid coronavirus pandemic - YouTube,66,599,"The foreign ministry wants journalists working for the New York Times, Wall Street Journal and Washington Post to hand back their press cards within 10 days....",160,1006,"China, CHina Journailsm, Chinese Journalist, China revokes press credentials, china revokes credentials for US news, china controlled news, chinese news, chi...",160,This video is unavailable.,26,China kicks out US journalists amid coronavirus pandemic,56,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=QYmzSVWezrw,,,,,317603,861,1.8439623,0,,0,0,0,73,51,8,5,ed31452eedb2f340e36ba2d73b509408,0.092,,,,https://www.youtube.com/watch?v=QYmzSVWezrw
Gutfeld on how to do good during a bad time,https://www.youtube.com/watch?v=OzrVBMEnF9s,https://www.youtube.com/watch?v=OzrVBMEnF9s,text/html; charset=utf-8,200,OK,Indexable,,Gutfeld on how to do good during a bad time - YouTube,53,490,"Communities stepping up amid coronavirus pandemic. #FoxNews #TheFive FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio...",160,1111,"Fox News The Five, The Five, Greg Gutfeld, Gutfeld Monologue, Greg Gutfeld Monologue, Gutfeld Monologue tonight, Greg Gutfeld Monologue tonight, The FIve Gre...",160,This video is unavailable.,26,Gutfeld on how to do good during a bad time,43,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=OzrVBMEnF9s,,,,,319234,820,1.7565349,0,,2,1,0.2,75,52,8,5,7334aba88b03d626296ca672f4b42a4c,0.129,,,,https://www.youtube.com/watch?v=OzrVBMEnF9s
OH Gov. on postponing primary: We want to make sure everyone can vote,https://www.youtube.com/watch?v=yMx5T5SZmaI,https://www.youtube.com/watch?v=yMx5T5SZmaI,text/html; charset=utf-8,200,OK,Indexable,,OH Gov. on postponing primary: We want to make sure everyone can vote - YouTube,79,752,"Ohio postpones primary over coronavirus concerns; Ohio Governor Mark DeWine speaks out. #FoxNews FOX News operates the FOX News Channel (FNC), FOX Business N...",160,1102,"Neil Cavuto, Ohio Governor, Governor, Mark DeWine, Governor Mark DeWine, Mark DeWine postpones primary, Ohio primary, Ohio primary postponed, fnc, fox news, ...",160,This video is unavailable.,26,OH Gov. on postponing primary: We want to make sure everyone can vote,69,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=yMx5T5SZmaI,,,,,317205,860,1.8376917,0,,0,0,0,73,51,8,5,c438fbb390b8522dc49607a4a43b317c,0.141,,,,https://www.youtube.com/watch?v=yMx5T5SZmaI
Sen. Mitch McConnell speaks to press on coronavirus aid,https://www.youtube.com/watch?v=qeGqgZaUonw,https://www.youtube.com/watch?v=qeGqgZaUonw,text/html; charset=utf-8,200,OK,Indexable,,Sen. Mitch McConnell speaks to press on coronavirus aid - YouTube,65,600,"Live: Senate Majority Leader Mitch McConnell speaks to press. FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio, FOX N...",160,1084,,0,This video is unavailable.,26,Sen. Mitch McConnell speaks to press on coronavirus aid,55,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=qeGqgZaUonw,,,,,311415,841,1.840617,0,,0,0,0,71,50,8,5,b7613caa8a2bcd52e7ece8a3d26a17d6,0.098,,,,https://www.youtube.com/watch?v=qeGqgZaUonw
Sen. Scott on decision to move forward with Florida primary,https://www.youtube.com/watch?v=qJkQReHJO7w,https://www.youtube.com/watch?v=qJkQReHJO7w,text/html; charset=utf-8,200,OK,Indexable,,Sen. Scott on decision to move forward with Florida primary - YouTube,69,623,"Ohio cancels primary election over coronavirus concerns; Florida Republican Senator Rick Scott weighs in. FOX News operates the FOX News Channel (FNC), FOX B...",160,1054,"Fox News Channel, Fox News, News, politics, FLorida primary, Florida, Coronavirus florida, Coronavirus, wuhan coronavirus, wuhan china, Coronavirus treatment...",160,This video is unavailable.,26,Sen. Scott on decision to move forward with Florida primary,59,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=qJkQReHJO7w,,,,,316737,859,1.8463376,0,,0,0,0,71,50,8,5,bc2c532af961f3c0290219b88a78cbb6,0.125,,,,https://www.youtube.com/watch?v=qJkQReHJO7w
"Trump, White House Coronavirus Task Force hold press briefing",https://www.youtube.com/watch?v=Z5jdgafH7eM,https://www.youtube.com/watch?v=Z5jdgafH7eM,text/html; charset=utf-8,200,OK,Indexable,,"Trump, White House Coronavirus Task Force hold press briefing - YouTube",71,660,"Members of the Coronavirus Task Force provide updates and measures taken to stabilize the virus. FOX News operates the FOX News Channel (FNC), FOX Business N...",160,1069,"Fox News Channel, Fox News, politics, news, White House press briefing, White House Coronavirus task force, Coronavirus, wuhan coronavirus, wuhan china, Coro...",160,This video is unavailable.,26,"Trump, White House Coronavirus Task Force hold press briefing",61,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=Z5jdgafH7eM,,,,,319778,875,1.8547131,0,,2,1,0.2,71,50,8,5,c8b73169d305e71b121b8fb563b58c07,0.097,,,,https://www.youtube.com/watch?v=Z5jdgafH7eM
Trump slams China for 'falsely' blaming US military for coronavirus origin,https://www.youtube.com/watch?v=U7ZkSwCqFac,https://www.youtube.com/watch?v=U7ZkSwCqFac,text/html; charset=utf-8,200,OK,Indexable,,Trump slams China for 'falsely' blaming US military for coronavirus origin - YouTube,84,728,"President Trump responds to critics during White House Task Force press briefing. FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), F...",160,1064,"Fox News Channel, Fox News, politics, news, Donald Trump, President Trump, White House Press Briefing, White House, Coronavirus, wuhan coronavirus, wuhan chi...",160,This video is unavailable.,26,Trump slams China for 'falsely' blaming US military for coronavirus origin,74,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=U7ZkSwCqFac,,,,,314361,875,1.8704729,0,,0,0,0,71,50,8,5,d9633628fcaeafafffc15504c121b6e2,0.092,,,,https://www.youtube.com/watch?v=U7ZkSwCqFac
"Trump: We are taking 'aggressive action' as one nation, one family",https://www.youtube.com/watch?v=zKNAgg3ygEY,https://www.youtube.com/watch?v=zKNAgg3ygEY,text/html; charset=utf-8,200,OK,Indexable,,"Trump: We are taking 'aggressive action' as one nation, one family - YouTube",76,680,President Trump discusses the work being done to provide relief for small businesses and how the big retailers are handling demand FOX News operates the FOX ...,160,1035,"Fox News Channel, Fox News, News, POTUS, Donald Trump, President Donald Trump, Coronavirus task force, White House press briefing, Coronavirus, wuhan coronav...",160,This video is unavailable.,26,"Trump: We are taking 'aggressive action' as one nation, one family",66,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=zKNAgg3ygEY,,,,,314522,873,1.8705796,0,,0,0,0,71,50,8,5,3479635afa1926522aa70a4b609b4fff,0.087,,,,https://www.youtube.com/watch?v=zKNAgg3ygEY
China 'ratcheting up threats' to cut off US drug supply: Report,https://www.youtube.com/watch?v=5hr9Vzqkck0,https://www.youtube.com/watch?v=5hr9Vzqkck0,text/html; charset=utf-8,200,OK,Indexable,,China 'ratcheting up threats' to cut off US drug supply: Report - YouTube,73,636,Gillian Turner reports China is threatening to plunge America 'into the mighty sea of the coronavirus' by imposing controls on the export of pharmaceuticals ...,160,990,"Fox News Channel, Fox News, News, China threat, FDA, Food Drug Administration, pharmaceutical, pharmacy drugs, drug shortage, Coronavirus, wuhan coronavirus,...",160,This video is unavailable.,26,China 'ratcheting up threats' to cut off US drug supply: Report,63,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=5hr9Vzqkck0,,,,,314657,878,1.8888136,0,,0,0,0,71,50,8,5,671ca9189209ee865f7bd394e2002413,0.085,,,,https://www.youtube.com/watch?v=5hr9Vzqkck0
Ohio leaders in disarray as coronavirus fears spark primary voting delay,https://www.youtube.com/watch?v=DKZPDp4SrLg,https://www.youtube.com/watch?v=DKZPDp4SrLg,text/html; charset=utf-8,200,OK,Indexable,,Ohio leaders in disarray as coronavirus fears spark primary voting delay - YouTube,82,728,"Ellison Barber reports from Columbus, Ohio after in-person voting is postponed. FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX...",160,1063,"Fox News Channel, Fox News, News, politics, Ohio governor, Mike DeWine, Ohio primary, Ohio Democratic primary, 2020 election, Coronavirus, wuhan coronavirus,...",160,This video is unavailable.,26,Ohio leaders in disarray as coronavirus fears spark primary voting delay,72,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=DKZPDp4SrLg,,,,,319003,861,1.8211344,0,,0,0,0,71,50,8,5,87d4538c8a141e330c4e8b1dd896e81f,0.091,,,,https://www.youtube.com/watch?v=DKZPDp4SrLg
"Rubio: If we shutdown airlines, we're going to have a different country",https://www.youtube.com/watch?v=86QAxllBGsg,https://www.youtube.com/watch?v=86QAxllBGsg,text/html; charset=utf-8,200,OK,Indexable,,"Rubio: If we shutdown airlines, we're going to have a different country - YouTube",81,708,"Republican Sen. Marco Rubio discusses the latest on the coronavirus pandemic on 'Fox & Friends.' FOX News operates the FOX News Channel (FNC), FOX Business N...",160,1068,"Fox News Channel, Fox News, News, politics, Fox and Friends, Florida Senator, Florida, Florida primary, Florida coronavirus, us airlines, airport, coronaviru...",160,This video is unavailable.,26,"Rubio: If we shutdown airlines, we're going to have a different country",71,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=86QAxllBGsg,,,,,314624,865,1.8621553,0,,2,1,0.2,71,50,8,5,e4454f49bc84e0cb87669c4131d7ae18,0.114,,,,https://www.youtube.com/watch?v=86QAxllBGsg
Brit Hume on White House response to coronavirus crisis: Trump's words and actions matter,https://www.youtube.com/watch?v=_4BgtWC9auc,https://www.youtube.com/watch?v=_4BgtWC9auc,text/html; charset=utf-8,200,OK,Indexable,,Brit Hume on White House response to coronavirus crisis: Trump's words and actions matter - YouTube,99,906,"Fox News senior political analyst Brit Hume explains on 'Fox News @ Night.' FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX New...",160,1062,"politics, fox news @ night, Fox News Channel, Fox News, Coronavirus, wuhan coronavirus, wuhan china, Coronavirus treatment, Coronavirus china, coronavirus bi...",160,This video is unavailable.,26,Brit Hume on White House response to coronavirus crisis: Trump's words and actions matter,89,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=_4BgtWC9auc,,,,,314148,856,1.8536915,0,,2,1,0.2,71,50,8,5,a13a763ad6af6bf030a7dcca66d18aa1,0.101,,,,https://www.youtube.com/watch?v=_4BgtWC9auc
Medical experts provide answers to your questions on 'Fox News @ Night',https://www.youtube.com/watch?v=brVMi-ddr9Q,https://www.youtube.com/watch?v=brVMi-ddr9Q,text/html; charset=utf-8,200,OK,Indexable,,Medical experts provide answers to your questions on 'Fox News @ Night' - YouTube,81,747,"Dr. Judd Hollander, senior vice president at Jefferson Health, and Fox News contributor Dr. Janette Nesheiwat, board-certified medical doctor, share insight ...",160,988,"fox news @ night, health, Fox News Channel, Fox News, Coronavirus, wuhan coronavirus, wuhan china, Coronavirus treatment, Coronavirus china, public health, p...",160,This video is unavailable.,26,Medical experts provide answers to your questions on 'Fox News @ Night',71,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=brVMi-ddr9Q,,,,,314772,890,1.9059422,0,,2,1,0.2,71,50,8,5,c5ff477caabb403d5dae7887b23a25af,0.09,,,,https://www.youtube.com/watch?v=brVMi-ddr9Q
Former medical director of the Peace Corps hails US response to coronavirus pandemic,https://www.youtube.com/watch?v=SZpNe53WFEc,https://www.youtube.com/watch?v=SZpNe53WFEc,text/html; charset=utf-8,200,OK,Indexable,,Former medical director of the Peace Corps hails US response to coronavirus pandemic - YouTube,94,868,"Dr. Steve Weinberg joins Shannon Bream with insight on 'Fox News @ Night.' FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News...",160,1082,"special, fox news @ night, health, Fox News Channel, Fox News, Coronavirus, wuhan coronavirus, wuhan china, Coronavirus treatment, Coronavirus china, coronav...",160,This video is unavailable.,26,Former medical director of the Peace Corps hails US response to coronavirus pandemic,84,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=SZpNe53WFEc,,,,,311913,856,1.8810457,0,,0,0,0,71,50,8,5,dd90eb9bef3d584bddc2af149fac541,0.089,,,,https://www.youtube.com/watch?v=SZpNe53WFEc
"Steve Forbes weighs in on the coronavirus crisis, endorses a payroll tax",https://www.youtube.com/watch?v=rmzchgnhwQs,https://www.youtube.com/watch?v=rmzchgnhwQs,text/html; charset=utf-8,200,OK,Indexable,,"Steve Forbes weighs in on the coronavirus crisis, endorses a payroll tax - YouTube",82,726,"Steve Forbes, chairman and editor-in-chief of Forbes Media, and John Catsimatidis, owner of the Gristedes supermarket chain, join Laura Ingraham with insight...",160,1014,"Steve Forbes, Steve FOrbes Coronavirus, pay roll tax, John Catsimatidis, economic impact coronavirus, coronavirus economy, payroll tax relief, steven forbes ...",160,This video is unavailable.,26,"Steve Forbes weighs in on the coronavirus crisis, endorses a payroll tax",72,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=rmzchgnhwQs,,,,,321450,866,1.8323305,0,,0,0,0,75,52,8,5,3f8a2d5d20c39b1ad76dc4f2416d0db7,0.099,,,,https://www.youtube.com/watch?v=rmzchgnhwQs
Sen. Barrasso calls for temporary relief to help Americans facing coronavirus,https://www.youtube.com/watch?v=-GKAG3orkbI,https://www.youtube.com/watch?v=-GKAG3orkbI,text/html; charset=utf-8,200,OK,Indexable,,Sen. Barrasso calls for temporary relief to help Americans facing coronavirus - YouTube,87,771,"There are immediate needs and the government has a responsibility to step in, says Wyoming Senator John Barrasso, Republican member of the Senate Foreign Rel...",160,1053,"politics, Fox News Channel, Fox News, Fox News @ Night, Coronavirus, wuhan coronavirus, wuhan china, Coronavirus treatment, Coronavirus china, coronavirus bi...",160,This video is unavailable.,26,Sen. Barrasso calls for temporary relief to help Americans facing coronavirus,77,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=-GKAG3orkbI,,,,,314803,870,1.87138,0,,0,0,0,71,50,8,5,b42fa2a38399a46221b7fc41624b1fe1,0.101,,,,https://www.youtube.com/watch?v=-GKAG3orkbI
Ingraham: Lessons learned from coronavirus crisis,https://www.youtube.com/watch?v=Yu9jpEmzymU,https://www.youtube.com/watch?v=Yu9jpEmzymU,text/html; charset=utf-8,200,OK,Indexable,,Ingraham: Lessons learned from coronavirus crisis - YouTube,59,539,"If we don't learn the right long-term lessons from the coronavirus pandemic, we could face recurring misery and shutdowns. #FoxNews #IngrahamAngle FOX News o...",160,1041,"Coronavirus, Covid-19, coronavirus prevention, border securty, DHS, CBP, border security coronavirus, trump's wall, border closing, Donald Trump coronavirus,...",160,This video is unavailable.,26,Ingraham: Lessons learned from coronavirus crisis,49,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=Yu9jpEmzymU,,,,,323278,875,1.8263597,0,,66,33,6.6,75,52,8,5,623fbd4862eb253ea0c9684afc2c69ca,0.173,,,,https://www.youtube.com/watch?v=Yu9jpEmzymU
Hannity: America faces a crucial moment to slow the spread of coronavirus,https://www.youtube.com/watch?v=K-kz42aozfk,https://www.youtube.com/watch?v=K-kz42aozfk,text/html; charset=utf-8,200,OK,Indexable,,Hannity: America faces a crucial moment to slow the spread of coronavirus - YouTube,83,753,"If we join together as Americans and do our part, likely thousands of lives will be saved. #FoxNews #Hannity FOX News operates the FOX News Channel (FNC), FO...",160,1035,"Hannity, Sean Hannity tonight, Hannity monologue, sean hannity monologue, sean hannity monologue tonight, sean hannity, sean hannity reacts to dems, democrat...",160,This video is unavailable.,26,Hannity: America faces a crucial moment to slow the spread of coronavirus,73,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=K-kz42aozfk,,,,,325199,853,1.7748568,0,,2,1,0.2,75,52,8,5,d8a87344385b1e47d5bd60dbb5c63d5f,0.09,,,,https://www.youtube.com/watch?v=K-kz42aozfk
"Mark Steyn reacts to political pandering displayed at Biden, Sanders debate",https://www.youtube.com/watch?v=X1OwpyQux9c,https://www.youtube.com/watch?v=X1OwpyQux9c,text/html; charset=utf-8,200,OK,Indexable,,"Mark Steyn reacts to political pandering displayed at Biden, Sanders debate - YouTube",85,765,"Bernie Sanders and Joe Biden particiapated in a Democrat debate without an audience, author and columnist Mark Steyn weighs in. #FoxNews #Tucker FOX News ope...",160,1062,"Tucker Carlson, Tucker Carlson Tonight, Tucker Tonight, Tucker, Carlson, Mark Steyn, Mark Steyn reacts, steyn, mark steyn tucker carlson, democrat debate, jo...",160,This video is unavailable.,26,"Mark Steyn reacts to political pandering displayed at Biden, Sanders debate",75,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=X1OwpyQux9c,,,,,321254,850,1.7956429,0,,4,2,0.4,75,52,8,5,3fddfa559af8bd8dbc3c62f2e5314fae,0.122,,,,https://www.youtube.com/watch?v=X1OwpyQux9c
Tucker: Coronavirus pandemic response will require balance,https://www.youtube.com/watch?v=Pw9p0w_hCNg,https://www.youtube.com/watch?v=Pw9p0w_hCNg,text/html; charset=utf-8,200,OK,Indexable,,Tucker: Coronavirus pandemic response will require balance - YouTube,68,625,"Our first obligation, is to keep our people safe. At the same time, we need to protect our economy. #FoxNews #Tucker FOX News operates the FOX News Channel (...",160,1040,"Tucker Carlson, Tucker Monologue, Tucker Tonight, Tucker Carlson Tonight, Tucker Monologue Tonight, Tucker Carlson Monologue, TUcker Carlson reacts, Tucker c...",160,This video is unavailable.,26,Tucker: Coronavirus pandemic response will require balance,58,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=Pw9p0w_hCNg,,,,,319711,847,1.7950699,0,,12,6,1.2,75,52,8,5,5db9b8b126576b1f0152be497d0159db,0.097,,,,https://www.youtube.com/watch?v=Pw9p0w_hCNg
Sen. Scott defends Florida's decision to proceed with primary,https://www.youtube.com/watch?v=e63tbk0arro,https://www.youtube.com/watch?v=e63tbk0arro,text/html; charset=utf-8,200,OK,Indexable,,Sen. Scott defends Florida's decision to proceed with primary - YouTube,71,637,"Florida Senator Rick Scott is under self-quarantine for after coming in contact with Brazil's president, whose aide tested positive for coronavirus. #FoxNews...",160,983,"Rick Scott, Senator Rick Scott, Senator Scott, Rick Scott quarantine, rick scott self quarantine, scott quarantine, coronavirus, coronavirus outbreak, corona...",160,This video is unavailable.,26,Sen. Scott defends Florida's decision to proceed with primary,61,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=e63tbk0arro,,,,,316850,853,1.8492216,0,,0,0,0,75,52,8,5,25d648a49415293912df7a3431d6b3ba,0.173,,,,https://www.youtube.com/watch?v=e63tbk0arro
"Tom Hanks, Rita Wilson released from hospital after COVID-19 treatment: Report",https://www.youtube.com/watch?v=zVTgcIJFE3I,https://www.youtube.com/watch?v=zVTgcIJFE3I,text/html; charset=utf-8,200,OK,Indexable,,"Tom Hanks, Rita Wilson released from hospital after COVID-19 treatment: Report - YouTube",88,816,"Hollywood A-lister Tom Hanks and his wife Rita Wilson are reportedly under quarantine. #FoxNews FOX News operates the FOX News Channel (FNC), FOX Business Ne...",160,1068,"tom hanks, rita wilson, tom hanks rita wilson, coronavirus, coronavirus outbreak, tom hanks coronavirus, tom hanks rita wilson coronavirus, coronavirus outbr...",160,This video is unavailable.,26,"Tom Hanks, Rita Wilson released from hospital after COVID-19 treatment: Report",78,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=zVTgcIJFE3I,,,,,314605,856,1.8394941,0,,0,0,0,73,51,8,5,999a91ce4061d55611bf12aa0045d98b,0.092,,,,https://www.youtube.com/watch?v=zVTgcIJFE3I
Former Florida gubernatorial candidate Andrew Gillum is entering rehab,https://www.youtube.com/watch?v=-h9fuz2P3_s,https://www.youtube.com/watch?v=-h9fuz2P3_s,text/html; charset=utf-8,200,OK,Indexable,,Former Florida gubernatorial candidate Andrew Gillum is entering rehab - YouTube,80,724,Gillum was named in a Miami Beach police report alleging he was inebriated and initially unresponsive in a hotel room where authorities found him. #FoxNews F...,160,1012,"andre gillum, andrew gillum drug abuse, andrew gillum rehab, fnc, fox news, fox news channel, fox news media, fox news network, andrew gillum drugs, crystal ...",160,This video is unavailable.,26,Former Florida gubernatorial candidate Andrew Gillum is entering rehab,70,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=-h9fuz2P3_s,,,,,316806,881,1.9068666,0,,0,0,0,73,51,8,5,2e25a62119b747141d3e22de9b3d3a11,0.109,,,,https://www.youtube.com/watch?v=-h9fuz2P3_s
Gutfeld on the debate in times of pandemic,https://www.youtube.com/watch?v=q0EQN0l20oU,https://www.youtube.com/watch?v=q0EQN0l20oU,text/html; charset=utf-8,200,OK,Indexable,,Gutfeld on the debate in times of pandemic - YouTube,52,475,"Sanders, Biden debate amid coronavirus pandemic. #FoxNews #TheFive FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio, ...",160,1105,"Bernie, Bernie Sanders, Joe Biden, Biden, Joe Biden Bernie Sanders Debate, Debate biden sanders, sanders biden debate, big pharma, pharmaceutical companies, ...",160,This video is unavailable.,26,Gutfeld on the debate in times of pandemic,42,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=q0EQN0l20oU,,,,,317240,815,1.7534236,0,,12,6,1.2,75,52,8,5,da122280d7a5d1278e97ecd175ac9656,0.1,,,,https://www.youtube.com/watch?v=q0EQN0l20oU
Chad Wolf: Other countries following US lead with travel restrictions,https://www.youtube.com/watch?v=k6F6w1dBwxU,https://www.youtube.com/watch?v=k6F6w1dBwxU,text/html; charset=utf-8,200,OK,Indexable,,YouTube,7,79,"Enjoy the videos and music you love, upload original content, and share it all with friends, family, and the world on YouTube.",126,780,"video, sharing, camera phone, video phone, free, upload",55,,0,,0,,0,,0,,,,,,,,,447335,0,0,0,,0,0,0,10,10,1,1,d3b73a36fb4677ef967fc17d689dcf9a,0.135,,,,https://www.youtube.com/watch?v=k6F6w1dBwxU
Trump urges public to avoid crowds of 10 or more people,https://www.youtube.com/watch?v=9UTvLwv28wY,https://www.youtube.com/watch?v=9UTvLwv28wY,text/html; charset=utf-8,200,OK,Indexable,,Trump urges public to avoid crowds of 10 or more people - YouTube,65,601,"Members of the Coronavirus Task Force hold a press briefing FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio, FOX New...",160,1093,"Fox News Channel, FNC, Fox News, News, Latest News, Top stories, live stream, live, fox, fox business live, live video, live updates, fox live stream, corona...",160,This video is unavailable.,26,Trump urges public to avoid crowds of 10 or more people,55,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=9UTvLwv28wY,,,,,315961,861,1.8595245,0,,30,15,3,71,50,8,5,be5f6e3e4b6bdb74af28c114918e02e7,0.104,,,,https://www.youtube.com/watch?v=9UTvLwv28wY
Coronavirus Pandemic: Questions Answered | Part 5,https://www.youtube.com/watch?v=xhpqX1NbusQ,https://www.youtube.com/watch?v=xhpqX1NbusQ,text/html; charset=utf-8,200,OK,Indexable,,Coronavirus Pandemic: Questions Answered | Part 5 - YouTube,59,560,A panel of medical experts joins Harris Faulkner on 'Outnumbered Overtime' to answer the most pressing questions on coronavirus. Watch the rest of the specia...,160,1019,"Fox News Channel, Fox News, News, FNC, harris faulkner, harris faulkner fox news, outnumbered overtime, coronavirus, corona virus, us coronavirus, coronaviru...",160,This video is unavailable.,26,Coronavirus Pandemic: Questions Answered | Part 5,49,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=xhpqX1NbusQ,,,,,315912,882,1.9091,0,,11,5,1,76,46,8,5,cdfe910503419117de57c20433e33683,0.089,,,,https://www.youtube.com/watch?v=xhpqX1NbusQ
Coronavirus Pandemic: Questions Answered | Part 6,https://www.youtube.com/watch?v=6G_-qe0iMBs,https://www.youtube.com/watch?v=6G_-qe0iMBs,text/html; charset=utf-8,200,OK,Indexable,,Coronavirus Pandemic: Questions Answered | Part 6 - YouTube,59,560,A panel of medical experts joins Harris Faulkner on 'Outnumbered Overtime' to answer the most pressing questions on coronavirus. Watch the rest of the specia...,160,1019,"Fox News Channel, Fox News, News, FNC, harris faulkner, harris faulkner fox news, outnumbered overtime, coronavirus, corona virus, us coronavirus, coronaviru...",160,This video is unavailable.,26,Coronavirus Pandemic: Questions Answered | Part 6,49,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=6G_-qe0iMBs,,,,,318126,865,1.8693969,0,,9,5,1,76,44,8,5,366cc7bb11a641609d8b178ab8c3a278,0.251,,,,https://www.youtube.com/watch?v=6G_-qe0iMBs
Coronavirus Pandemic: Questions Answered | Part 4,https://www.youtube.com/watch?v=76J7SqZXG1g,https://www.youtube.com/watch?v=76J7SqZXG1g,text/html; charset=utf-8,200,OK,Indexable,,Coronavirus Pandemic: Questions Answered | Part 4 - YouTube,59,560,A panel of medical experts joins Harris Faulkner on 'Outnumbered Overtime' to answer the most pressing questions on coronavirus. Watch the rest of the specia...,160,1019,"Fox News Channel, Fox News, News, FNC, harris faulkner, harris faulkner fox news, outnumbered overtime, coronavirus pandemic, bill hemmer, bill hemmer fox ne...",160,This video is unavailable.,26,Coronavirus Pandemic: Questions Answered | Part 4,49,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=76J7SqZXG1g,,,,,318876,881,1.8932242,0,,15,6,1.2,76,44,8,5,2bec0de99a44d3047f9853b15e459e52,0.093,,,,https://www.youtube.com/watch?v=76J7SqZXG1g
